Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1835           0      0.18635  0.16621  0.35  100000   16621   89196  4020898  40.21
  1835         1-4      0.03648  0.13381  1.52   83379   11157  305860  3931702  47.15
  1835         5-9      0.01248  0.06031  2.24   72222    4356  349078  3625843  50.20
  1835        10-14     0.00765  0.03751  2.35   67866    2546  332582  3276765  48.28
  1835        15-19     0.00609  0.02999  2.49   65320    1959  321694  2944183  45.07
  1835        20-24     0.00802  0.03934  2.58   63361    2493  310777  2622489  41.39
  1835        25-29     0.00915  0.04471  2.48   60869    2722  297499  2311712  37.98
  1835        30-34     0.00940  0.04594  2.56   58147    2671  284206  2014213  34.64
  1835        35-39     0.01210  0.05875  2.55   55476    3259  269382  1730007  31.18
  1835        40-44     0.01228  0.05958  2.49   52217    3111  253271  1460625  27.97
  1835        45-49     0.01452  0.07013  2.57   49106    3444  237149  1207354  24.59
  1835        50-54     0.01824  0.08730  2.54   45662    3986  218507   970205  21.25
  1835        55-59     0.02197  0.10430  2.57   41675    4347  197815   751698  18.04
  1835        60-64     0.03333  0.15436  2.61   37328    5762  172887   553883  14.84
  1835        65-69     0.04743  0.21209  2.51   31567    6695  141168   380996  12.07
  1835        70-74     0.06571  0.28261  2.53   24872    7029  106968   239827   9.64
  1835        75-79     0.10151  0.40352  2.46   17843    7200   70925   132859   7.45
  1835        80-84     0.14579  0.52476  2.33   10643    5585   38308    61934   5.82
  1835        85-89     0.19213  0.62606  2.22    5058    3167   16481    23627   4.67
  1835        90-94     0.24694  0.71971  2.10    1891    1361    5512     7146   3.78
  1835        95-99     0.31115  0.80075  1.97     530     425    1364     1633   3.08
  1835       100-104    0.38339  0.86486  1.83     106      91     238      269   2.55
  1835       105-109    0.46117  0.91142  1.68      14      13      28       31   2.15
  1835       110+       0.52464  1.00000  1.91       1       1       2        2   1.91
  1836           0      0.19554  0.17349  0.35  100000   17349   88723  4160463  41.60
  1836         1-4      0.02869  0.10698  1.47   82651    8842  308249  4071740  49.26
  1836         5-9      0.00974  0.04746  2.33   73809    3503  359679  3763491  50.99
  1836        10-14     0.00572  0.02819  2.34   70306    1982  346250  3403812  48.41
  1836        15-19     0.00564  0.02783  2.54   68324    1901  336947  3057562  44.75
  1836        20-24     0.00698  0.03433  2.59   66423    2281  326623  2720615  40.96
  1836        25-29     0.00879  0.04300  2.56   64143    2758  313990  2393993  37.32
  1836        30-34     0.01010  0.04930  2.55   61384    3026  299495  2080002  33.89
  1836        35-39     0.01255  0.06089  2.55   58358    3553  283085  1780507  30.51
  1836        40-44     0.01337  0.06465  2.47   54805    3543  265050  1497422  27.32
  1836        45-49     0.01482  0.07148  2.54   51261    3664  247286  1232372  24.04
  1836        50-54     0.01745  0.08367  2.55   47597    3983  228222   985086  20.70
  1836        55-59     0.02334  0.11050  2.59   43615    4820  206452   756864  17.35
  1836        60-64     0.03514  0.16203  2.60   38795    6286  178881   550412  14.19
  1836        65-69     0.05000  0.22245  2.52   32509    7232  144634   371531  11.43
  1836        70-74     0.07380  0.31210  2.53   25277    7889  106899   226897   8.98
  1836        75-79     0.10907  0.42619  2.44   17388    7411   67944   119998   6.90
  1836        80-84     0.16207  0.56562  2.33    9977    5643   34821    52054   5.22
  1836        85-89     0.22870  0.69384  2.17    4334    3007   13149    17233   3.98
  1836        90-94     0.30864  0.80070  2.00    1327    1062    3442     4084   3.08
  1836        95-99     0.40165  0.87988  1.81     264     233     579      642   2.43
  1836       100-104    0.50237  0.93099  1.62      32      30      59       62   1.97
  1836       105-109    0.60331  0.96059  1.45       2       2       3        4   1.65
  1836       110+       0.68274  1.00000  1.46       0       0       0        0   1.46
  1837           0      0.17557  0.15759  0.35  100000   15759   89757  4307480  43.07
  1837         1-4      0.02436  0.09177  1.46   84241    7731  317336  4217724  50.07
  1837         5-9      0.00727  0.03567  2.32   76510    2729  375233  3900387  50.98
  1837        10-14     0.00559  0.02754  2.43   73781    2032  363680  3525155  47.78
  1837        15-19     0.00543  0.02680  2.54   71749    1923  354012  3161474  44.06
  1837        20-24     0.00739  0.03632  2.64   69826    2536  343135  2807462  40.21
  1837        25-29     0.00901  0.04409  2.53   67290    2967  329131  2464327  36.62
  1837        30-34     0.00994  0.04849  2.54   64323    3119  313954  2135197  33.19
  1837        35-39     0.01257  0.06098  2.54   61204    3732  296822  1821243  29.76
  1837        40-44     0.01257  0.06092  2.47   57472    3501  278512  1524421  26.52
  1837        45-49     0.01600  0.07701  2.59   53971    4156  259847  1245910  23.09
  1837        50-54     0.01897  0.09060  2.52   49814    4513  237886   986063  19.79
  1837        55-59     0.02544  0.11986  2.60   45301    5430  213460   748177  16.52
  1837        60-64     0.03856  0.17641  2.59   39871    7034  182392   534717  13.41
  1837        65-69     0.05517  0.24285  2.54   32838    7975  144553   352325  10.73
  1837        70-74     0.08556  0.35255  2.50   24863    8766  102444   207772   8.36
  1837        75-79     0.11586  0.44480  2.39   16097    7160   61800   105328   6.54
  1837        80-84     0.17332  0.59231  2.33    8937    5294   30542    43528   4.87
  1837        85-89     0.25771  0.74021  2.13    3644    2697   10465    12986   3.56
  1837        90-94     0.36124  0.85250  1.90     947     807    2234     2520   2.66
  1837        95-99     0.47933  0.92328  1.67     140     129     269      287   2.05
  1837       100-104    0.60037  0.96091  1.46      11      10      17       18   1.66
  1837       105-109    0.71119  0.97895  1.30       0       0       1        1   1.40
  1837       110+       0.79166  1.00000  1.26       0       0       0        0   1.26
  1838           0      0.16775  0.15126  0.35  100000   15126   90168  4436847  44.37
  1838         1-4      0.02417  0.09121  1.52   84874    7741  320265  4346678  51.21
  1838         5-9      0.00670  0.03289  2.13   77133    2537  378378  4026413  52.20
  1838        10-14     0.00553  0.02727  2.52   74596    2034  367943  3648035  48.90
  1838        15-19     0.00571  0.02816  2.52   72562    2043  357753  3280092  45.20
  1838        20-24     0.00688  0.03382  2.58   70519    2385  346816  2922339  41.44
  1838        25-29     0.00775  0.03804  2.56   68134    2592  334347  2575523  37.80
  1838        30-34     0.00986  0.04812  2.54   65542    3154  319941  2241176  34.19
  1838        35-39     0.01102  0.05364  2.52   62388    3346  303643  1921235  30.79
  1838        40-44     0.01191  0.05784  2.50   59042    3415  286666  1617592  27.40
  1838        45-49     0.01462  0.07064  2.60   55627    3930  268709  1330925  23.93
  1838        50-54     0.01844  0.08818  2.53   51697    4559  247205  1062216  20.55
  1838        55-59     0.02379  0.11253  2.59   47138    5304  222920   815011  17.29
  1838        60-64     0.03511  0.16185  2.59   41834    6771  192821   592091  14.15
  1838        65-69     0.05000  0.22277  2.56   35063    7811  156229   399269  11.39
  1838        70-74     0.07747  0.32484  2.52   27252    8853  114275   243041   8.92
  1838        75-79     0.10645  0.41693  2.40   18399    7671   72061   128766   7.00
  1838        80-84     0.15772  0.55639  2.35   10728    5969   37846    56705   5.29
  1838        85-89     0.22850  0.69430  2.17    4759    3304   14461    18859   3.96
  1838        90-94     0.31423  0.80746  1.99    1455    1175    3739     4398   3.02
  1838        95-99     0.41446  0.88871  1.79     280     249     601      660   2.36
  1838       100-104    0.52245  0.93873  1.59      31      29      56       59   1.89
  1838       105-109    0.62894  0.96612  1.41       2       2       3        3   1.58
  1838       110+       0.71144  1.00000  1.41       0       0       0        0   1.41
  1839           0      0.18234  0.16302  0.35  100000   16302   89404  4266605  42.67
  1839         1-4      0.02952  0.10988  1.47   83698    9196  311496  4177202  49.91
  1839         5-9      0.00829  0.04050  2.19   74501    3017  364042  3865706  51.89
  1839        10-14     0.00560  0.02760  2.43   71484    1973  352358  3501665  48.99
  1839        15-19     0.00574  0.02828  2.57   69511    1966  342782  3149306  45.31
  1839        20-24     0.00713  0.03505  2.57   67545    2367  331962  2806524  41.55
  1839        25-29     0.00815  0.03995  2.53   65178    2604  319470  2474562  37.97
  1839        30-34     0.01005  0.04901  2.53   62574    3067  305284  2155092  34.44
  1839        35-39     0.01075  0.05234  2.50   59507    3115  289763  1849808  31.09
  1839        40-44     0.01149  0.05587  2.53   56392    3151  274167  1560046  27.66
  1839        45-49     0.01438  0.06950  2.61   53242    3700  257354  1285878  24.15
  1839        50-54     0.01869  0.08933  2.53   49542    4426  236774  1028524  20.76
  1839        55-59     0.02357  0.11155  2.60   45116    5032  213486   791750  17.55
  1839        60-64     0.03435  0.15852  2.57   40083    6354  184968   578264  14.43
  1839        65-69     0.04828  0.21618  2.58   33729    7291  151031   393296  11.66
  1839        70-74     0.07595  0.31855  2.47   26438    8422  110879   242265   9.16
  1839        75-79     0.09302  0.37555  2.44   18016    6766   72740   131385   7.29
  1839        80-84     0.16615  0.57244  2.28   11250    6440   38760    58646   5.21
  1839        85-89     0.22083  0.67914  2.17    4810    3267   14793    19886   4.13
  1839        90-94     0.28700  0.77426  2.03    1543    1195    4164     5093   3.30
  1839        95-99     0.36350  0.85040  1.87     348     296     815      930   2.67
  1839       100-104    0.44752  0.90527  1.71      52      47     105      115   2.20
  1839       105-109    0.53479  0.94135  1.56       5       5       9        9   1.86
  1839       110+       0.60524  1.00000  1.65       0       0       0        0   1.65
  1840           0      0.18306  0.16360  0.35  100000   16360   89366  4234331  42.34
  1840         1-4      0.02784  0.10410  1.50   83640    8707  312767  4144965  49.56
  1840         5-9      0.01002  0.04877  2.30   74933    3654  364810  3832198  51.14
  1840        10-14     0.00648  0.03186  2.36   71279    2271  350400  3467388  48.65
  1840        15-19     0.00598  0.02949  2.53   69008    2035  340016  3116988  45.17
  1840        20-24     0.00668  0.03287  2.55   66973    2202  329466  2776972  41.46
  1840        25-29     0.00850  0.04163  2.56   64771    2697  317270  2447506  37.79
  1840        30-34     0.01015  0.04953  2.54   62075    3074  302801  2130236  34.32
  1840        35-39     0.01146  0.05571  2.53   59000    3287  286875  1827435  30.97
  1840        40-44     0.01269  0.06151  2.51   55713    3427  270044  1540560  27.65
  1840        45-49     0.01340  0.06484  2.51   52287    3390  252986  1270516  24.30
  1840        50-54     0.01602  0.07709  2.58   48896    3769  235347  1017531  20.81
  1840        55-59     0.02327  0.11030  2.64   45127    4978  213904   782183  17.33
  1840        60-64     0.03528  0.16239  2.55   40149    6520  184781   568279  14.15
  1840        65-69     0.04870  0.21791  2.59   33630    7328  150491   383498  11.40
  1840        70-74     0.07985  0.33240  2.48   26301    8743  109484   233007   8.86
  1840        75-79     0.10445  0.41058  2.40   17559    7209   69024   123523   7.03
  1840        80-84     0.15804  0.55749  2.36   10349    5770   36508    54499   5.27
  1840        85-89     0.23060  0.69794  2.17    4580    3196   13861    17991   3.93
  1840        90-94     0.31853  0.81216  1.98    1383    1124    3527     4130   2.99
  1840        95-99     0.42127  0.89301  1.77     260     232     551      603   2.32
  1840       100-104    0.53149  0.94186  1.57      28      26      49       52   1.86
  1840       105-109    0.63932  0.96811  1.40       2       2       2        3   1.56
  1840       110+       0.72230  1.00000  1.38       0       0       0        0   1.38
  1841           0      0.19298  0.17147  0.35  100000   17147   88854  4350979  43.51
  1841         1-4      0.02240  0.08481  1.47   82853    7027  313638  4262125  51.44
  1841         5-9      0.00828  0.04055  2.42   75826    3074  371182  3948488  52.07
  1841        10-14     0.00615  0.03027  2.39   72751    2202  358016  3577306  49.17
  1841        15-19     0.00621  0.03059  2.52   70549    2158  347396  3219290  45.63
  1841        20-24     0.00646  0.03181  2.52   68391    2176  336553  2871894  41.99
  1841        25-29     0.00826  0.04051  2.59   66216    2682  324602  2535340  38.29
  1841        30-34     0.00956  0.04668  2.53   63533    2966  310338  2210738  34.80
  1841        35-39     0.01051  0.05123  2.53   60567    3103  295172  1900401  31.38
  1841        40-44     0.01241  0.06020  2.53   57465    3460  278772  1605228  27.93
  1841        45-49     0.01296  0.06278  2.49   54005    3390  261523  1326456  24.56
  1841        50-54     0.01639  0.07885  2.59   50615    3991  243443  1064933  21.04
  1841        55-59     0.02160  0.10267  2.60   46624    4787  221632   821491  17.62
  1841        60-64     0.03291  0.15244  2.58   41837    6378  193772   599859  14.34
  1841        65-69     0.04894  0.21882  2.58   35459    7759  158540   406087  11.45
  1841        70-74     0.07493  0.31528  2.49   27700    8733  116549   247548   8.94
  1841        75-79     0.10764  0.42269  2.46   18967    8017   74477   130998   6.91
  1841        80-84     0.16606  0.57442  2.32   10950    6290   37877    56521   5.16
  1841        85-89     0.22849  0.69255  2.16    4660    3227   14124    18644   4.00
  1841        90-94     0.30117  0.79147  2.00    1433    1134    3765     4520   3.15
  1841        95-99     0.38515  0.86761  1.83     299     259     673      755   2.53
  1841       100-104    0.47657  0.91971  1.66      40      36      76       82   2.07
  1841       105-109    0.56983  0.95203  1.50       3       3       5        6   1.75
  1841       110+       0.64434  1.00000  1.55       0       0       0        0   1.55
  1842           0      0.18719  0.16688  0.35  100000   16688   89153  4406052  44.06
  1842         1-4      0.02242  0.08483  1.46   83312    7068  315295  4316899  51.82
  1842         5-9      0.00767  0.03759  2.39   76244    2866  373746  4001604  52.48
  1842        10-14     0.00543  0.02678  2.35   73378    1965  361684  3627859  49.44
  1842        15-19     0.00542  0.02675  2.59   71413    1910  352466  3266175  45.74
  1842        20-24     0.00700  0.03440  2.52   69503    2391  341575  2913709  41.92
  1842        25-29     0.00716  0.03520  2.55   67112    2362  329776  2572133  38.33
  1842        30-34     0.00877  0.04292  2.57   64750    2779  316991  2242358  34.63
  1842        35-39     0.01022  0.04984  2.55   61970    3089  302287  1925366  31.07
  1842        40-44     0.01281  0.06208  2.53   58882    3655  285387  1623079  27.57
  1842        45-49     0.01307  0.06327  2.48   55227    3494  267323  1337692  24.22
  1842        50-54     0.01665  0.08008  2.61   51733    4143  248746  1070368  20.69
  1842        55-59     0.02282  0.10822  2.62   47590    5150  225682   821622  17.26
  1842        60-64     0.03619  0.16623  2.55   42440    7055  194948   595940  14.04
  1842        65-69     0.04885  0.21840  2.58   35385    7728  158200   400992  11.33
  1842        70-74     0.07825  0.32709  2.49   27657    9046  115600   242793   8.78
  1842        75-79     0.11046  0.43104  2.45   18611    8022   72625   127193   6.83
  1842        80-84     0.16544  0.57397  2.33   10589    6078   36736    54567   5.15
  1842        85-89     0.23137  0.69750  2.15    4511    3147   13599    17832   3.95
  1842        90-94     0.30672  0.79790  1.99    1365    1089    3550     4232   3.10
  1842        95-99     0.39375  0.87393  1.82     276     241     612      682   2.47
  1842       100-104    0.48810  0.92485  1.64      35      32      66       70   2.02
  1842       105-109    0.58362  0.95570  1.48       3       2       4        4   1.70
  1842       110+       0.65951  1.00000  1.52       0       0       0        0   1.52
  1843           0      0.17550  0.15753  0.35  100000   15753   89760  4512328  45.12
  1843         1-4      0.01904  0.07262  1.45   84247    6118  321402  4422567  52.50
  1843         5-9      0.00643  0.03163  2.39   78128    2471  384200  4101165  52.49
  1843        10-14     0.00505  0.02494  2.43   75657    1887  373436  3716965  49.13
  1843        15-19     0.00570  0.02811  2.58   73770    2074  363824  3343529  45.32
  1843        20-24     0.00688  0.03383  2.52   71697    2425  352459  2979706  41.56
  1843        25-29     0.00754  0.03705  2.62   69271    2566  340258  2627247  37.93
  1843        30-34     0.01061  0.05169  2.57   66705    3448  325147  2286988  34.29
  1843        35-39     0.01143  0.05554  2.46   63257    3513  307374  1961841  31.01
  1843        40-44     0.01178  0.05724  2.53   59744    3420  290266  1654467  27.69
  1843        45-49     0.01390  0.06717  2.51   56324    3783  272204  1364201  24.22
  1843        50-54     0.01619  0.07795  2.61   52541    4096  252914  1091997  20.78
  1843        55-59     0.02399  0.11341  2.59   48445    5494  228970   839083  17.32
  1843        60-64     0.03398  0.15696  2.57   42951    6742  198374   610113  14.20
  1843        65-69     0.05113  0.22767  2.60   36210    8244  161247   411738  11.37
  1843        70-74     0.07835  0.32694  2.47   27966    9143  116690   250491   8.96
  1843        75-79     0.10740  0.42138  2.45   18822    7931   73848   133801   7.11
  1843        80-84     0.15095  0.53908  2.35   10891    5871   38895    59953   5.50
  1843        85-89     0.21398  0.66909  2.20    5020    3359   15697    21058   4.19
  1843        90-94     0.29217  0.78236  2.03    1661    1300    4448     5361   3.23
  1843        95-99     0.38455  0.86828  1.84     362     314     816      913   2.53
  1843       100-104    0.48606  0.92462  1.65      48      44      91       97   2.03
  1843       105-109    0.58912  0.95743  1.48       4       3       6        6   1.69
  1843       110+       0.67073  1.00000  1.49       0       0       0        0   1.49
  1844           0      0.17669  0.15849  0.35  100000   15849   89698  4514716  45.15
  1844         1-4      0.01971  0.07519  1.54   84151    6327  321058  4425017  52.58
  1844         5-9      0.00644  0.03162  2.18   77824    2460  382184  4103959  52.73
  1844        10-14     0.00533  0.02629  2.53   75364    1981  371921  3721776  49.38
  1844        15-19     0.00558  0.02754  2.51   73383    2021  361885  3349855  45.65
  1844        20-24     0.00661  0.03255  2.58   71362    2323  351196  2987969  41.87
  1844        25-29     0.00781  0.03829  2.54   69039    2644  338701  2636773  38.19
  1844        30-34     0.00835  0.04089  2.51   66395    2715  325212  2298072  34.61
  1844        35-39     0.01025  0.04999  2.56   63681    3183  310630  1972860  30.98
  1844        40-44     0.01225  0.05946  2.54   60497    3597  293657  1662230  27.48
  1844        45-49     0.01407  0.06800  2.54   56901    3869  274972  1368574  24.05
  1844        50-54     0.01705  0.08186  2.58   53031    4341  254655  1093602  20.62
  1844        55-59     0.02335  0.11056  2.60   48690    5383  230527   838947  17.23
  1844        60-64     0.03527  0.16250  2.58   43307    7038  199537   608419  14.05
  1844        65-69     0.04973  0.22188  2.57   36269    8047  161828   408882  11.27
  1844        70-74     0.07701  0.32315  2.51   28222    9120  118422   247054   8.75
  1844        75-79     0.11520  0.44505  2.45   19102    8501   73796   128632   6.73
  1844        80-84     0.16420  0.57086  2.33   10601    6052   36854    54836   5.17
  1844        85-89     0.23086  0.69700  2.16    4549    3171   13735    17982   3.95
  1844        90-94     0.30861  0.80030  1.99    1378    1103    3575     4248   3.08
  1844        95-99     0.39867  0.87758  1.81     275     242     606      673   2.44
  1844       100-104    0.49620  0.92835  1.63      34      31      63       67   1.99
  1844       105-109    0.59436  0.95842  1.47       2       2       4        4   1.67
  1844       110+       0.67198  1.00000  1.49       0       0       0        0   1.49
  1845           0      0.18291  0.16347  0.35  100000   16347   89374  4460143  44.60
  1845         1-4      0.02231  0.08455  1.51   83653    7073  316989  4370769  52.25
  1845         5-9      0.00796  0.03897  2.28   76580    2984  374775  4053781  52.94
  1845        10-14     0.00610  0.03003  2.47   73596    2210  362394  3679006  49.99
  1845        15-19     0.00569  0.02804  2.49   71385    2002  351900  3316612  46.46
  1845        20-24     0.00658  0.03239  2.58   69383    2247  341470  2964712  42.73
  1845        25-29     0.00750  0.03679  2.51   67136    2470  329528  2623242  39.07
  1845        30-34     0.00855  0.04190  2.58   64666    2709  316773  2293714  35.47
  1845        35-39     0.01110  0.05402  2.52   61957    3347  301477  1976941  31.91
  1845        40-44     0.01092  0.05316  2.49   58610    3116  285235  1675464  28.59
  1845        45-49     0.01239  0.06014  2.57   55494    3337  269355  1390229  25.05
  1845        50-54     0.01580  0.07606  2.57   52157    3967  251140  1120874  21.49
  1845        55-59     0.02102  0.10010  2.62   48190    4824  229444   869734  18.05
  1845        60-64     0.03223  0.14954  2.59   43366    6485  201212   640289  14.76
  1845        65-69     0.04424  0.19958  2.55   36881    7361  166389   439077  11.91
  1845        70-74     0.07018  0.29977  2.57   29520    8849  126101   272689   9.24
  1845        75-79     0.10746  0.42091  2.43   20671    8701   80967   146588   7.09
  1845        80-84     0.14795  0.53259  2.37   11971    6375   43092    65621   5.48
  1845        85-89     0.22190  0.68482  2.21    5595    3832   17268    22528   4.03
  1845        90-94     0.31762  0.81258  2.00    1763    1433    4512     5261   2.98
  1845        95-99     0.43123  0.89983  1.76     331     297     690      749   2.27
  1845       100-104    0.55291  0.94908  1.54      33      31      57       59   1.79
  1845       105-109    0.66942  0.97342  1.36       2       2       2        3   1.49
  1845       110+       0.75668  1.00000  1.32       0       0       0        0   1.32
  1846           0      0.21451  0.18826  0.35  100000   18826   87763  4161699  41.62
  1846         1-4      0.02559  0.09615  1.47   81174    7805  304937  4073935  50.19
  1846         5-9      0.00940  0.04584  2.35   73369    3363  357948  3768999  51.37
  1846        10-14     0.00626  0.03081  2.41   70006    2157  344440  3411051  48.73
  1846        15-19     0.00637  0.03135  2.55   67849    2127  334029  3066611  45.20
  1846        20-24     0.00773  0.03793  2.54   65722    2493  322474  2732582  41.58
  1846        25-29     0.00824  0.04037  2.51   63229    2553  309789  2410107  38.12
  1846        30-34     0.01009  0.04924  2.59   60676    2988  296188  2100319  34.62
  1846        35-39     0.01162  0.05645  2.49   57688    3256  280265  1804131  31.27
  1846        40-44     0.01166  0.05664  2.51   54432    3083  264489  1523866  28.00
  1846        45-49     0.01351  0.06538  2.52   51349    3357  248423  1259376  24.53
  1846        50-54     0.01560  0.07519  2.58   47992    3608  231236  1010954  21.07
  1846        55-59     0.02303  0.10909  2.58   44383    4842  210208   779717  17.57
  1846        60-64     0.03016  0.14066  2.61   39541    5562  184410   569510  14.40
  1846        65-69     0.05119  0.22762  2.57   33979    7734  151077   385099  11.33
  1846        70-74     0.07540  0.31759  2.52   26245    8335  110545   234022   8.92
  1846        75-79     0.10778  0.42144  2.41   17910    7548   70035   123477   6.89
  1846        80-84     0.16299  0.56938  2.35   10362    5900   36197    53442   5.16
  1846        85-89     0.23594  0.70595  2.16    4462    3150   13351    17245   3.86
  1846        90-94     0.32116  0.81429  1.97    1312    1068    3327     3894   2.97
  1846        95-99     0.41992  0.89176  1.77     244     217     517      567   2.33
  1846       100-104    0.52569  0.93965  1.58      26      25      47       50   1.88
  1846       105-109    0.62972  0.96617  1.41       2       2       2        3   1.58
  1846       110+       0.71038  1.00000  1.41       0       0       0        0   1.41
  1847           0      0.20383  0.17999  0.35  100000   17999   88301  4163824  41.64
  1847         1-4      0.02770  0.10351  1.46   82001    8488  306403  4075523  49.70
  1847         5-9      0.00909  0.04439  2.33   73513    3263  358845  3769121  51.27
  1847        10-14     0.00630  0.03099  2.39   70250    2177  345576  3410275  48.55
  1847        15-19     0.00606  0.02983  2.53   68073    2031  335338  3064699  45.02
  1847        20-24     0.00729  0.03582  2.53   66042    2366  324376  2729361  41.33
  1847        25-29     0.00778  0.03818  2.53   63676    2431  312378  2404985  37.77
  1847        30-34     0.00969  0.04734  2.61   61245    2899  299287  2092607  34.17
  1847        35-39     0.01156  0.05618  2.50   58346    3278  283549  1793320  30.74
  1847        40-44     0.01126  0.05475  2.46   55068    3015  267682  1509771  27.42
  1847        45-49     0.01282  0.06220  2.59   52053    3238  252476  1242089  23.86
  1847        50-54     0.01750  0.08391  2.55   48815    4096  234042   989613  20.27
  1847        55-59     0.02227  0.10574  2.61   44719    4729  212313   755570  16.90
  1847        60-64     0.03518  0.16219  2.60   39990    6486  184363   543257  13.58
  1847        65-69     0.05430  0.23972  2.56   33505    8032  147912   358894  10.71
  1847        70-74     0.08315  0.34499  2.53   25473    8788  105684   210982   8.28
  1847        75-79     0.12820  0.47938  2.37   16685    7998   62392   105298   6.31
  1847        80-84     0.17290  0.58989  2.31    8686    5124   29635    42906   4.94
  1847        85-89     0.24629  0.72202  2.14    3562    2572   10444    13271   3.73
  1847        90-94     0.33523  0.82819  1.95     990     820    2446     2828   2.86
  1847        95-99     0.43738  0.90186  1.74     170     153     351      381   2.24
  1847       100-104    0.54537  0.94601  1.55      17      16      29       30   1.82
  1847       105-109    0.64985  0.96984  1.38       1       1       1        1   1.53
  1847       110+       0.72987  1.00000  1.37       0       0       0        0   1.37
  1848           0      0.18902  0.16834  0.35  100000   16834   89058  4227811  42.28
  1848         1-4      0.03012  0.11220  1.55   83166    9331  309805  4138753  49.76
  1848         5-9      0.01107  0.05368  2.19   73835    3963  358025  3828949  51.86
  1848        10-14     0.00591  0.02909  2.30   69872    2032  343880  3470923  49.68
  1848        15-19     0.00534  0.02634  2.54   67839    1787  334808  3127043  46.09
  1848        20-24     0.00647  0.03183  2.55   66052    2102  325101  2792236  42.27
  1848        25-29     0.00742  0.03642  2.56   63950    2329  314064  2467134  38.58
  1848        30-34     0.00887  0.04340  2.56   61621    2675  301581  2153070  34.94
  1848        35-39     0.01007  0.04914  2.53   58946    2897  287567  1851489  31.41
  1848        40-44     0.01085  0.05283  2.49   56050    2961  272802  1563922  27.90
  1848        45-49     0.01248  0.06054  2.57   53089    3214  257629  1291120  24.32
  1848        50-54     0.01572  0.07574  2.58   49874    3777  240225  1033491  20.72
  1848        55-59     0.02358  0.11169  2.65   46097    5148  218366   793266  17.21
  1848        60-64     0.03492  0.16083  2.55   40949    6586  188608   574900  14.04
  1848        65-69     0.05121  0.22796  2.59   34363    7833  152960   386292  11.24
  1848        70-74     0.08049  0.33489  2.49   26529    8884  110377   233332   8.80
  1848        75-79     0.11103  0.43165  2.42   17645    7617   68598   122955   6.97
  1848        80-84     0.16092  0.56135  2.31   10028    5630   34982    54357   5.42
  1848        85-89     0.20753  0.65440  2.18    4399    2879   13871    19375   4.40
  1848        90-94     0.26044  0.73831  2.07    1520    1122    4310     5503   3.62
  1848        95-99     0.32120  0.81047  1.94     398     322    1004     1194   3.00
  1848       100-104    0.38859  0.86795  1.81      75      65     168      190   2.52
  1848       105-109    0.46051  0.91056  1.68      10       9      20       21   2.15
  1848       110+       0.51894  1.00000  1.93       1       1       2        2   1.93
  1849           0      0.18660  0.16641  0.35  100000   16641   89183  4156318  41.56
  1849         1-4      0.02963  0.11060  1.58   83359    9219  311114  4067135  48.79
  1849         5-9      0.01009  0.04902  2.12   74140    3634  360246  3756021  50.66
  1849        10-14     0.00592  0.02913  2.39   70505    2054  347172  3395775  48.16
  1849        15-19     0.00625  0.03079  2.60   68452    2108  337207  3048603  44.54
  1849        20-24     0.00757  0.03714  2.52   66344    2464  325600  2711396  40.87
  1849        25-29     0.00850  0.04163  2.56   63880    2660  312907  2385796  37.35
  1849        30-34     0.01026  0.05004  2.51   61220    3064  298471  2072889  33.86
  1849        35-39     0.01039  0.05064  2.51   58156    2945  283446  1774418  30.51
  1849        40-44     0.01229  0.05962  2.51   55211    3292  267856  1490972  27.00
  1849        45-49     0.01400  0.06771  2.58   51920    3515  251106  1223117  23.56
  1849        50-54     0.01809  0.08662  2.54   48404    4193  231722   972010  20.08
  1849        55-59     0.02399  0.11354  2.64   44211    5020  209226   740289  16.74
  1849        60-64     0.03795  0.17372  2.57   39192    6808  179399   531063  13.55
  1849        65-69     0.05333  0.23609  2.57   32383    7645  143367   351664  10.86
  1849        70-74     0.08472  0.34937  2.49   24738    8643  102014   208297   8.42
  1849        75-79     0.12015  0.45884  2.43   16095    7385   61467   106283   6.60
  1849        80-84     0.16760  0.57685  2.30    8710    5024   29979    44816   5.15
  1849        85-89     0.22700  0.69000  2.16    3686    2543   11203    14837   4.03
  1849        90-94     0.29855  0.78839  2.01    1143     901    3017     3634   3.18
  1849        95-99     0.38125  0.86466  1.84     242     209     548      617   2.55
  1849       100-104    0.47145  0.91733  1.67      33      30      64       68   2.09
  1849       105-109    0.56377  0.95033  1.51       3       3       5        5   1.76
  1849       110+       0.63768  1.00000  1.57       0       0       0        0   1.57
  1850           0      0.17446  0.15669  0.35  100000   15669   89815  4513729  45.14
  1850         1-4      0.02200  0.08367  1.64   84331    7056  320662  4423914  52.46
  1850         5-9      0.00929  0.04528  2.18   77276    3499  376516  4103252  53.10
  1850        10-14     0.00503  0.02483  2.35   73776    1832  364024  3726736  50.51
  1850        15-19     0.00563  0.02777  2.68   71944    1998  355089  3362713  46.74
  1850        20-24     0.00711  0.03493  2.51   69947    2443  343638  3007624  43.00
  1850        25-29     0.00754  0.03700  2.54   67503    2498  331369  2663986  39.46
  1850        30-34     0.00908  0.04439  2.52   65005    2886  317866  2332617  35.88
  1850        35-39     0.00944  0.04611  2.50   62120    2864  303446  2014751  32.43
  1850        40-44     0.01058  0.05156  2.51   59256    3055  288667  1711305  28.88
